Reporting Economy,Partner Economy
"Saudi Arabia, Kingdom of",Pakistan
"Saudi Arabia, Kingdom of",Qatar
"Saudi Arabia, Kingdom of",Qatar
"Saudi Arabia, Kingdom of",Qatar
"Saudi Arabia, Kingdom of",Qatar
"Saudi Arabia, Kingdom of",Qatar
"Saudi Arabia, Kingdom of",Sudan
"Saudi Arabia, Kingdom of",Sudan
"Saudi Arabia, Kingdom of",Switzerland
"Saudi Arabia, Kingdom of",Switzerland
"Saudi Arabia, Kingdom of",Switzerland
"Saudi Arabia, Kingdom of",Switzerland
"Saudi Arabia, Kingdom of",Syrian Arab Republic
"Saudi Arabia, Kingdom of",United Arab Emirates
"Saudi Arabia, Kingdom of",United Arab Emirates
"Saudi Arabia, Kingdom of",United Arab Emirates
"Saudi Arabia, Kingdom of",United Arab Emirates
"Saudi Arabia, Kingdom of",United Arab Emirates
"Saudi Arabia, Kingdom of",Turkey
"Saudi Arabia, Kingdom of",Turkey
"Saudi Arabia, Kingdom of",Turkey
"Saudi Arabia, Kingdom of",Turkey
"Saudi Arabia, Kingdom of",Turkey
"Saudi Arabia, Kingdom of",Egypt
"Saudi Arabia, Kingdom of",Egypt
"Saudi Arabia, Kingdom of",Egypt
"Saudi Arabia, Kingdom of",Egypt
"Saudi Arabia, Kingdom of",Egypt
"Saudi Arabia, Kingdom of",Yemen
"Saudi Arabia, Kingdom of",Yemen
"Saudi Arabia, Kingdom of",Yemen
"Saudi Arabia, Kingdom of",Yemen
"Saudi Arabia, Kingdom of",Yemen
"Saudi Arabia, Kingdom of",European Union
"Saudi Arabia, Kingdom of",European Union
Senegal,Albania
Senegal,Albania
Senegal,Antigua and Barbuda
Senegal,Antigua and Barbuda
Senegal,Antigua and Barbuda
Senegal,Antigua and Barbuda
Senegal,Antigua and Barbuda
Senegal,Bahamas
Senegal,Cabo Verde
Senegal,The Gambia
Senegal,The Gambia
Senegal,The Gambia
Senegal,The Gambia
Senegal,The Gambia
Senegal,Mauritania
Senegal,Mauritania
Senegal,Tunisia
Senegal,Tunisia
Singapore,Bhutan
Singapore,Bhutan
Singapore,Solomon Islands
Singapore,Brunei Darussalam
Singapore,Cameroon
Singapore,Cameroon
Singapore,Cameroon
Singapore,Cabo Verde
Singapore,Central African Republic
Singapore,Comoros
Singapore,Comoros
Singapore,Comoros
Singapore,Comoros
Singapore,Gabon
Singapore,Ghana
Singapore,"Hong Kong, China"
Singapore,"Hong Kong, China"
Singapore,"Hong Kong, China"
Singapore,"Hong Kong, China"
Singapore,"Hong Kong, China"
Singapore,"Macao, China"
Singapore,"Macao, China"
Singapore,"Macao, China"
Singapore,"Macao, China"
Singapore,"Macao, China"
Singapore,Madagascar
Singapore,Madagascar
Singapore,Madagascar
Singapore,Madagascar
Singapore,Malaysia
Singapore,Malaysia
Singapore,Malaysia
Singapore,Malaysia
Singapore,Malaysia
Singapore,Maldives
Singapore,Maldives
Singapore,Maldives
Singapore,Nauru
Singapore,Nepal
Singapore,Nepal
Singapore,Nepal
Singapore,Nepal
Singapore,Vanuatu
Singapore,Papua New Guinea
Singapore,Guinea-Bissau
Singapore,Samoa
Viet Nam,Angola
Viet Nam,Argentina
Viet Nam,Argentina
Viet Nam,Argentina
Viet Nam,Cambodia
Viet Nam,Cambodia
Viet Nam,Cambodia
Viet Nam,Cambodia
Viet Nam,Cambodia
Viet Nam,Chad
Viet Nam,Chad
Viet Nam,Chinese Taipei
Viet Nam,Benin
Viet Nam,Benin
Viet Nam,Benin
Viet Nam,Benin
Viet Nam,Benin
Viet Nam,Gabon
Viet Nam,The Gambia
Viet Nam,The Gambia
Viet Nam,The Gambia
Viet Nam,The Gambia
Viet Nam,The Gambia
Viet Nam,Ghana
Viet Nam,Ghana
Viet Nam,Guinea
Viet Nam,Guinea
Viet Nam,Guinea
Viet Nam,Guinea
Viet Nam,Guinea
Viet Nam,Iceland
Viet Nam,CÙte d'Ivoire
Viet Nam,CÙte d'Ivoire
Viet Nam,CÙte d'Ivoire
Viet Nam,CÙte d'Ivoire
Viet Nam,CÙte d'Ivoire
Viet Nam,Lao People's Democratic Republic
Viet Nam,Lao People's Democratic Republic
Viet Nam,Lao People's Democratic Republic
Viet Nam,Lao People's Democratic Republic
Viet Nam,Lao People's Democratic Republic
Viet Nam,Mali
Viet Nam,Mali
Viet Nam,Mali
Viet Nam,Mali
Viet Nam,Mali
Viet Nam,Mozambique
Viet Nam,Nigeria
Viet Nam,Nigeria
Viet Nam,Nigeria
Viet Nam,Nigeria
Viet Nam,Nigeria
Viet Nam,Guinea-Bissau
Viet Nam,Guinea-Bissau
Viet Nam,Guinea-Bissau
Viet Nam,Guinea-Bissau
Viet Nam,Guinea-Bissau
Viet Nam,Togo
Viet Nam,Togo
Viet Nam,Togo
Viet Nam,Togo
Viet Nam,Togo
Viet Nam,Tanzania
Viet Nam,Tanzania
Viet Nam,Tanzania
Viet Nam,Tanzania
Viet Nam,Tanzania
Viet Nam,Burkina Faso
Viet Nam,Burkina Faso
Viet Nam,Burkina Faso
Viet Nam,Burkina Faso
Viet Nam,Burkina Faso
South Africa,Botswana
South Africa,Botswana
South Africa,Botswana
South Africa,Botswana
South Africa,Botswana
South Africa,Brunei Darussalam
South Africa,Democratic Republic of the Congo
South Africa,Djibouti
South Africa,Djibouti
South Africa,Lesotho
South Africa,Lesotho
South Africa,Lesotho
South Africa,Lesotho
South Africa,Lesotho
South Africa,Malawi
South Africa,Malawi
South Africa,Malawi
South Africa,Malawi
South Africa,Malawi
South Africa,Maldives
South Africa,Maldives
South Africa,Maldives
South Africa,Mauritius
South Africa,Mauritius
South Africa,Mozambique
South Africa,Mozambique
South Africa,Mozambique
South Africa,Mozambique
South Africa,Mozambique
South Africa,Namibia
South Africa,Namibia
South Africa,Namibia
South Africa,Namibia
South Africa,Namibia
South Africa,Zimbabwe
South Africa,Zimbabwe
South Africa,Zimbabwe
South Africa,Zimbabwe
South Africa,Zimbabwe
South Africa,Eswatini
South Africa,Eswatini
South Africa,Eswatini
South Africa,Eswatini
South Africa,Eswatini
South Africa,Zambia
South Africa,Zambia
South Africa,Zambia
South Africa,Zambia
South Africa,Zambia
Zimbabwe,Botswana
Zimbabwe,Botswana
Zimbabwe,Botswana
Zimbabwe,Botswana
Zimbabwe,Botswana
Zimbabwe,Mauritius
Zimbabwe,Mauritius
Zimbabwe,Mauritius
Zimbabwe,Mauritius
Zimbabwe,South Africa
Zimbabwe,South Africa
Zimbabwe,South Africa
Zimbabwe,South Africa
Zimbabwe,Zambia
Zimbabwe,Zambia
Zimbabwe,Zambia
Zimbabwe,Zambia
Zimbabwe,Zambia
Sudan,Algeria
Sudan,Central African Republic
Sudan,Cook Islands
Sudan,Nauru
Sudan,Niger
Sudan,Uganda
Sudan,Uganda
Suriname,Trinidad and Tobago
Suriname,Trinidad and Tobago
Eswatini,Lesotho
Eswatini,Lesotho
Eswatini,Lesotho
Switzerland,Solomon Islands
Switzerland,Solomon Islands
Switzerland,Solomon Islands
Switzerland,Solomon Islands
Switzerland,Solomon Islands
Switzerland,Cabo Verde
Switzerland,Cuba
Switzerland,Cuba
Switzerland,Cuba
Switzerland,Cuba
Switzerland,Dominican Republic
Switzerland,Dominican Republic
Switzerland,Dominican Republic
Switzerland,Djibouti
Switzerland,Gabon
Switzerland,Gabon
Switzerland,Haiti
Switzerland,Haiti
Switzerland,Haiti
Switzerland,Haiti
Switzerland,Haiti
Switzerland,Madagascar
Switzerland,Mongolia
Switzerland,Mongolia
Switzerland,Mongolia
Switzerland,Morocco
Switzerland,Panama
Switzerland,Panama
Switzerland,Panama
Switzerland,Sao TomÈ and Principe
Switzerland,Sao TomÈ and Principe
Switzerland,Sao TomÈ and Principe
Switzerland,Sao TomÈ and Principe
Switzerland,Sierra Leone
Switzerland,"Venezuela, Bolivarian Republic of"
Switzerland,European Union
Switzerland,European Union
Switzerland,European Union
Switzerland,European Union
Switzerland,European Union
Thailand,Brunei Darussalam
Thailand,Brunei Darussalam
Thailand,Brunei Darussalam
Thailand,Myanmar
Thailand,Myanmar
Thailand,Myanmar
Thailand,Myanmar
Thailand,Myanmar
Thailand,Cambodia
Thailand,Cambodia
Thailand,Cambodia
Thailand,Cambodia
Thailand,Cambodia
Thailand,Lao People's Democratic Republic
Thailand,Lao People's Democratic Republic
Thailand,Lao People's Democratic Republic
Thailand,Lao People's Democratic Republic
Thailand,Lao People's Democratic Republic
Thailand,Mali
Thailand,Mali
Thailand,Mali
Thailand,Mali
Thailand,Mali
Thailand,Singapore
Tonga,Fiji
Tonga,Fiji
Tonga,Fiji
United Arab Emirates,Afghanistan
United Arab Emirates,Afghanistan
United Arab Emirates,Algeria
United Arab Emirates,Antigua and Barbuda
United Arab Emirates,Bahamas
United Arab Emirates,Bahamas
United Arab Emirates,"Bahrain, Kingdom of"
United Arab Emirates,"Bahrain, Kingdom of"
United Arab Emirates,"Bahrain, Kingdom of"
United Arab Emirates,"Bahrain, Kingdom of"
United Arab Emirates,Myanmar
United Arab Emirates,Sri Lanka
United Arab Emirates,Sri Lanka
United Arab Emirates,Comoros
United Arab Emirates,Comoros
United Arab Emirates,Comoros
United Arab Emirates,Comoros
United Arab Emirates,India
United Arab Emirates,India
United Arab Emirates,India
United Arab Emirates,India
United Arab Emirates,Jordan
United Arab Emirates,Jordan
United Arab Emirates,Jordan
United Arab Emirates,Jordan
United Arab Emirates,Kenya
United Arab Emirates,"Korea, Republic of"
United Arab Emirates,"Kuwait, the State of"
United Arab Emirates,"Kuwait, the State of"
United Arab Emirates,"Kuwait, the State of"
United Arab Emirates,"Kuwait, the State of"
United Arab Emirates,Lebanese Republic
United Arab Emirates,Lebanese Republic
United Arab Emirates,Lebanese Republic
United Arab Emirates,Lebanese Republic
United Arab Emirates,"Macao, China"
United Arab Emirates,Maldives
United Arab Emirates,Oman
United Arab Emirates,Oman
United Arab Emirates,Oman
United Arab Emirates,Oman
United Arab Emirates,Pakistan
United Arab Emirates,Pakistan
United Arab Emirates,Pakistan
United Arab Emirates,Pakistan
United Arab Emirates,Guinea-Bissau
United Arab Emirates,Qatar
United Arab Emirates,Qatar
United Arab Emirates,Qatar
United Arab Emirates,Qatar
United Arab Emirates,Rwanda
United Arab Emirates,"Saudi Arabia, Kingdom of"
United Arab Emirates,"Saudi Arabia, Kingdom of"
United Arab Emirates,"Saudi Arabia, Kingdom of"
United Arab Emirates,"Saudi Arabia, Kingdom of"
United Arab Emirates,Zimbabwe
United Arab Emirates,Zimbabwe
United Arab Emirates,Zimbabwe
United Arab Emirates,Zimbabwe
United Arab Emirates,Sudan
United Arab Emirates,Sudan
United Arab Emirates,Egypt
United Arab Emirates,Egypt
United Arab Emirates,Egypt
United Arab Emirates,Egypt
United Arab Emirates,Yemen
United Arab Emirates,Yemen
Tunisia,Algeria
Tunisia,Algeria
Tunisia,Antigua and Barbuda
Turkey,Afghanistan
Turkey,Afghanistan
Turkey,Albania
Turkey,Algeria
Turkey,Algeria
Turkey,Bosnia and Herzegovina
Turkey,Bosnia and Herzegovina
Turkey,Bosnia and Herzegovina
Turkey,Bosnia and Herzegovina
Turkey,Bosnia and Herzegovina
Turkey,Cameroon
Turkey,Chad
Turkey,Chad
Turkey,Chad
Turkey,Chad
Turkey,Chad
Turkey,Congo
Turkey,Ghana
Turkey,Ghana
Turkey,Ghana
Turkey,Ghana
Turkey,Guinea
Turkey,Guinea
Turkey,CÙte d'Ivoire
Turkey,CÙte d'Ivoire
Turkey,CÙte d'Ivoire
Turkey,Kazakhstan
Turkey,Kyrgyz Republic
Turkey,Kyrgyz Republic
Turkey,Kyrgyz Republic
Turkey,Kyrgyz Republic
Turkey,Kyrgyz Republic
Turkey,Maldives
Turkey,Mali
Turkey,Mauritania
Turkey,Mauritania
Turkey,Mauritania
Turkey,Mauritania
Turkey,"Moldova, Republic of"
Turkey,"Moldova, Republic of"
Turkey,"Moldova, Republic of"
Turkey,"Moldova, Republic of"
Turkey,"Moldova, Republic of"
Turkey,Mozambique
Turkey,Mozambique
Turkey,Nigeria
Turkey,Nigeria
Turkey,Nigeria
Turkey,Nigeria
Turkey,Nigeria
Turkey,Paraguay
Turkey,Guinea-Bissau
Turkey,Guinea-Bissau
Turkey,Guinea-Bissau
Turkey,Guinea-Bissau
Turkey,Qatar
Turkey,Qatar
Turkey,Qatar
Turkey,Qatar
Turkey,Qatar
Turkey,Russian Federation
Turkey,Russian Federation
Turkey,Russian Federation
Turkey,Russian Federation
Turkey,Russian Federation
Turkey,Sao TomÈ and Principe
Turkey,Sao TomÈ and Principe
Turkey,Syrian Arab Republic
Turkey,Tajikistan
Turkey,Tajikistan
Turkey,Tajikistan
Turkey,Tajikistan
Turkey,Tajikistan
Turkey,Ukraine
Turkey,Ukraine
Turkey,Ukraine
Turkey,Ukraine
Turkey,Ukraine
Turkey,Burkina Faso
Turkey,Burkina Faso
Turkey,Burkina Faso
Turkey,Uruguay
Turkey,Uzbekistan
Turkey,Uzbekistan
Turkey,Uzbekistan
Uganda,Burundi
Uganda,Burundi
Uganda,Kenya
Uganda,Rwanda
Uganda,Rwanda
Uganda,Rwanda
Uganda,Seychelles
Ukraine,Azerbaijan
Ukraine,Azerbaijan
Ukraine,Armenia
Ukraine,Armenia
Ukraine,Belarus
Ukraine,Belarus
Ukraine,Belarus
Ukraine,Ecuador
Ukraine,Ecuador
Ukraine,Georgia
Ukraine,Georgia
Ukraine,Georgia
Ukraine,Georgia
Ukraine,Georgia
Ukraine,Malawi
Ukraine,"Moldova, Republic of"
Ukraine,"Moldova, Republic of"
Ukraine,"Moldova, Republic of"
Ukraine,Guinea-Bissau
Ukraine,Russian Federation
Ukraine,Russian Federation
Ukraine,Turkey
Ukraine,Turkey
Ukraine,Turkey
Ukraine,Turkey
North Macedonia,Albania
North Macedonia,Bosnia and Herzegovina
North Macedonia,Bosnia and Herzegovina
North Macedonia,Bosnia and Herzegovina
North Macedonia,Bosnia and Herzegovina
North Macedonia,Bosnia and Herzegovina
North Macedonia,Serbia
North Macedonia,Serbia
Egypt,Algeria
Egypt,Argentina
Egypt,Brunei Darussalam
Egypt,Brunei Darussalam
Egypt,Brunei Darussalam
Egypt,Brunei Darussalam
Egypt,Benin
Egypt,Dominica
Egypt,Djibouti
Egypt,Djibouti
Egypt,Djibouti
Egypt,Kenya
Egypt,Kenya
Egypt,Kenya
Egypt,Kenya
Egypt,Kenya
Egypt,Lebanese Republic
Egypt,Lebanese Republic
Egypt,Lebanese Republic
Egypt,Maldives
Egypt,Maldives
Egypt,Maldives
Egypt,Russian Federation
Egypt,Russian Federation
Egypt,Russian Federation
Egypt,Russian Federation
Egypt,Sudan
Egypt,Sudan
Egypt,Sudan
Egypt,Syrian Arab Republic
Egypt,Tunisia
Egypt,Tunisia
Egypt,Tunisia
Egypt,Ukraine
Egypt,Ukraine
Egypt,Ukraine
Egypt,Ukraine
Egypt,Ukraine
Egypt,Yemen
Egypt,Yemen
Egypt,Yemen
Egypt,Yemen
Egypt,Yemen
Tanzania,Namibia
United States of America,Albania
United States of America,Albania
United States of America,Albania
United States of America,Albania
United States of America,Albania
United States of America,Argentina
United States of America,Australia
United States of America,Australia
United States of America,Australia
United States of America,Australia
United States of America,Australia
United States of America,Bahamas
United States of America,Bahamas
United States of America,Bahamas
United States of America,Bahamas
United States of America,Bahamas
United States of America,Bangladesh
United States of America,Bangladesh
United States of America,Bangladesh
United States of America,Bangladesh
United States of America,Bangladesh
United States of America,Armenia
United States of America,Armenia
United States of America,Armenia
United States of America,Barbados
United States of America,Barbados
United States of America,Barbados
United States of America,Barbados
United States of America,Barbados
United States of America,Bhutan
United States of America,"Bolivia, Plurinational State of"
United States of America,"Bolivia, Plurinational State of"
United States of America,"Bolivia, Plurinational State of"
United States of America,"Bolivia, Plurinational State of"
United States of America,"Bolivia, Plurinational State of"
United States of America,Brazil
United States of America,Brazil
United States of America,Brazil
United States of America,Brazil
United States of America,Brazil
United States of America,Belize
United States of America,Belize
United States of America,Belize
United States of America,Belize
United States of America,Belize
United States of America,Burundi
United States of America,Burundi
United States of America,Burundi
United States of America,Burundi
United States of America,Burundi
United States of America,Cameroon
United States of America,Canada
United States of America,Canada
United States of America,Canada
United States of America,Canada
United States of America,Canada
United States of America,Cabo Verde
United States of America,Cabo Verde
United States of America,Cabo Verde
United States of America,Cabo Verde
United States of America,Cabo Verde
United States of America,Central African Republic
United States of America,Central African Republic
United States of America,Central African Republic
United States of America,Central African Republic
United States of America,Sri Lanka
United States of America,Sri Lanka
United States of America,Sri Lanka
United States of America,Sri Lanka
United States of America,Sri Lanka
United States of America,Chad
United States of America,Chad
United States of America,Chad
United States of America,Chad
United States of America,Chile
United States of America,Chile
United States of America,Chile
United States of America,Chile
United States of America,Chile
United States of America,China
United States of America,China
United States of America,China
United States of America,China
United States of America,China
United States of America,Chinese Taipei
United States of America,Chinese Taipei
United States of America,Chinese Taipei
United States of America,Chinese Taipei
United States of America,Chinese Taipei
United States of America,Colombia
United States of America,Colombia
United States of America,Colombia
United States of America,Colombia
United States of America,Colombia
United States of America,Comoros
United States of America,Comoros
United States of America,Comoros
United States of America,Congo
United States of America,Congo
United States of America,Congo
United States of America,Congo
United States of America,Democratic Republic of the Congo
United States of America,Democratic Republic of the Congo
United States of America,Democratic Republic of the Congo
United States of America,Democratic Republic of the Congo
United States of America,Democratic Republic of the Congo
United States of America,Costa Rica
United States of America,Costa Rica
United States of America,Costa Rica
United States of America,Costa Rica
United States of America,Costa Rica
United States of America,Dominica
United States of America,Dominica
United States of America,Dominica
United States of America,Dominican Republic
United States of America,Dominican Republic
United States of America,Dominican Republic
United States of America,Dominican Republic
United States of America,Dominican Republic
United States of America,Ecuador
United States of America,Ecuador
United States of America,Ecuador
United States of America,Ecuador
United States of America,Ecuador
United States of America,El Salvador
United States of America,El Salvador
United States of America,El Salvador
United States of America,El Salvador
United States of America,El Salvador
United States of America,Ethiopia
United States of America,Ethiopia
United States of America,Ethiopia
United States of America,Fiji
United States of America,Fiji
United States of America,Fiji
United States of America,Fiji
United States of America,Fiji
United States of America,Ghana
United States of America,Ghana
United States of America,Ghana
United States of America,Ghana
United States of America,Ghana
United States of America,Grenada
United States of America,Grenada
United States of America,Grenada
United States of America,Grenada
United States of America,Guatemala
United States of America,Guatemala
United States of America,Guatemala
United States of America,Guatemala
United States of America,Guatemala
United States of America,Guyana
United States of America,Guyana
United States of America,Guyana
United States of America,Guyana
United States of America,Guyana
United States of America,Haiti
United States of America,Haiti
United States of America,Haiti
United States of America,Haiti
United States of America,Haiti
United States of America,Honduras
United States of America,Honduras
United States of America,Honduras
United States of America,Honduras
United States of America,Honduras
United States of America,"Hong Kong, China"
United States of America,"Hong Kong, China"
United States of America,"Hong Kong, China"
United States of America,"Hong Kong, China"
United States of America,"Hong Kong, China"
United States of America,Iceland
United States of America,Iceland
United States of America,Iceland
United States of America,Iceland
United States of America,Iceland
United States of America,India
United States of America,India
United States of America,India
United States of America,India
United States of America,India
United States of America,Indonesia
United States of America,Indonesia
United States of America,Indonesia
United States of America,Indonesia
United States of America,Indonesia
United States of America,Israel
United States of America,Israel
United States of America,Israel
United States of America,Israel
United States of America,Israel
United States of America,CÙte d'Ivoire
United States of America,CÙte d'Ivoire
United States of America,CÙte d'Ivoire
United States of America,CÙte d'Ivoire
United States of America,CÙte d'Ivoire
United States of America,Jamaica
United States of America,Jamaica
United States of America,Jamaica
United States of America,Jamaica
United States of America,Jamaica
United States of America,Japan
United States of America,Japan
United States of America,Japan
United States of America,Japan
United States of America,Japan
United States of America,Kenya
United States of America,Kenya
United States of America,Kenya
United States of America,"Korea, Republic of"
United States of America,"Korea, Republic of"
United States of America,"Korea, Republic of"
United States of America,"Korea, Republic of"
United States of America,"Korea, Republic of"
United States of America,Liberia
United States of America,Liberia
United States of America,Liberia
United States of America,Liberia
United States of America,"Macao, China"
United States of America,"Macao, China"
United States of America,"Macao, China"
United States of America,"Macao, China"
United States of America,"Macao, China"
United States of America,Madagascar
United States of America,Madagascar
United States of America,Madagascar
United States of America,Madagascar
United States of America,Madagascar
United States of America,Malawi
United States of America,Malawi
United States of America,Malawi
United States of America,Malawi
United States of America,Malawi
United States of America,Malaysia
United States of America,Malaysia
United States of America,Malaysia
United States of America,Malaysia
United States of America,Mauritius
United States of America,Mauritius
United States of America,Mauritius
United States of America,Mauritius
United States of America,Mauritius
United States of America,Mexico
United States of America,Mexico
United States of America,Mexico
United States of America,Mexico
United States of America,Mexico
United States of America,Mongolia
United States of America,Morocco
United States of America,Morocco
United States of America,Morocco
United States of America,Morocco
United States of America,Morocco
United States of America,Nauru
United States of America,Nauru
United States of America,Nepal
United States of America,Nepal
United States of America,Nepal
United States of America,Nepal
United States of America,Nepal
United States of America,Vanuatu
United States of America,Vanuatu
United States of America,Vanuatu
United States of America,Vanuatu
United States of America,Vanuatu
United States of America,New Zealand
United States of America,New Zealand
United States of America,New Zealand
United States of America,New Zealand
United States of America,New Zealand
United States of America,Nicaragua
United States of America,Nicaragua
United States of America,Nicaragua
United States of America,Nicaragua
United States of America,Nicaragua
United States of America,Nigeria
United States of America,Norway
United States of America,Norway
United States of America,Norway
United States of America,Norway
United States of America,Norway
United States of America,Palau
United States of America,Palau
United States of America,Palau
United States of America,Panama
United States of America,Panama
United States of America,Panama
United States of America,Panama
United States of America,Panama
United States of America,Papua New Guinea
United States of America,Papua New Guinea
United States of America,Papua New Guinea
United States of America,Papua New Guinea
United States of America,Papua New Guinea
United States of America,Peru
United States of America,Peru
United States of America,Peru
United States of America,Peru
United States of America,Peru
United States of America,Philippines
United States of America,Philippines
United States of America,Philippines
United States of America,Philippines
United States of America,Philippines
United States of America,Timor-Leste
United States of America,Timor-Leste
United States of America,Rwanda
United States of America,Rwanda
United States of America,Rwanda
United States of America,Rwanda
United States of America,Rwanda
United States of America,Saint Kitts and Nevis
United States of America,Saint Kitts and Nevis
United States of America,Saint Kitts and Nevis
United States of America,Saint Kitts and Nevis
United States of America,Saint Kitts and Nevis
United States of America,Saint Lucia
United States of America,Saint Lucia
United States of America,Saint Vincent and the Grenadines
United States of America,Saint Vincent and the Grenadines
United States of America,Sao TomÈ and Principe
United States of America,Sao TomÈ and Principe
United States of America,Sao TomÈ and Principe
United States of America,Sao TomÈ and Principe
United States of America,Sao TomÈ and Principe
United States of America,Sierra Leone
United States of America,Sierra Leone
United States of America,Sierra Leone
United States of America,Sierra Leone
United States of America,Viet Nam
United States of America,Viet Nam
United States of America,Viet Nam
United States of America,Viet Nam
United States of America,Viet Nam
United States of America,South Africa
United States of America,Suriname
United States of America,Eswatini
United States of America,Eswatini
United States of America,Eswatini
United States of America,Eswatini
United States of America,Switzerland
United States of America,Switzerland
United States of America,Switzerland
United States of America,Switzerland
United States of America,Switzerland
United States of America,Thailand
United States of America,Thailand
United States of America,Thailand
United States of America,Thailand
United States of America,Thailand
United States of America,Tonga
United States of America,Tonga
United States of America,Tonga
United States of America,Tonga
United States of America,Trinidad and Tobago
United States of America,Trinidad and Tobago
United States of America,Trinidad and Tobago
United States of America,Trinidad and Tobago
United States of America,Trinidad and Tobago
United States of America,Tunisia
United States of America,Tunisia
United States of America,Tunisia
United States of America,Tunisia
United States of America,Tunisia
United States of America,Turkey
United States of America,Turkey
United States of America,Turkey
United States of America,Turkey
United States of America,Turkey
United States of America,Uganda
United States of America,Uganda
United States of America,Uganda
United States of America,Uganda
United States of America,North Macedonia
United States of America,North Macedonia
United States of America,North Macedonia
United States of America,North Macedonia
United States of America,Uruguay
United States of America,Uruguay
United States of America,Uruguay
United States of America,"Venezuela, Bolivarian Republic of"
United States of America,"Venezuela, Bolivarian Republic of"
United States of America,"Venezuela, Bolivarian Republic of"
United States of America,"Venezuela, Bolivarian Republic of"
United States of America,"Venezuela, Bolivarian Republic of"
United States of America,Samoa
United States of America,Samoa
United States of America,Samoa
United States of America,Samoa
United States of America,Samoa
United States of America,Montenegro
United States of America,European Union
United States of America,European Union
United States of America,European Union
United States of America,European Union
United States of America,European Union
Burkina Faso,Senegal
Burkina Faso,Senegal
Burkina Faso,Senegal
Burkina Faso,Togo
"Venezuela, Bolivarian Republic of","Bolivia, Plurinational State of"
"Venezuela, Bolivarian Republic of","Bolivia, Plurinational State of"
"Venezuela, Bolivarian Republic of",Colombia
"Venezuela, Bolivarian Republic of",Colombia
"Venezuela, Bolivarian Republic of",El Salvador
"Venezuela, Bolivarian Republic of",Guyana
"Venezuela, Bolivarian Republic of",Guyana
"Venezuela, Bolivarian Republic of",Guyana
"Venezuela, Bolivarian Republic of",Mexico
"Venezuela, Bolivarian Republic of",Mexico
"Venezuela, Bolivarian Republic of",Mexico
"Venezuela, Bolivarian Republic of",Nicaragua
"Venezuela, Bolivarian Republic of",Nicaragua
"Venezuela, Bolivarian Republic of",Nicaragua
"Venezuela, Bolivarian Republic of",Panama
"Venezuela, Bolivarian Republic of",Suriname
"Venezuela, Bolivarian Republic of",Uruguay
"Venezuela, Bolivarian Republic of",Uruguay
"Venezuela, Bolivarian Republic of",Uruguay
Samoa,Fiji
Yemen,"Bahrain, Kingdom of"
Yemen,Central African Republic
Yemen,Central African Republic
Yemen,Djibouti
Yemen,Djibouti
Yemen,Liberia
Yemen,Liberia
Yemen,Oman
Yemen,Oman
Yemen,Oman
Yemen,Oman
Yemen,"Saudi Arabia, Kingdom of"
Yemen,"Saudi Arabia, Kingdom of"
Serbia,Albania
Serbia,Albania
Serbia,Albania
Serbia,Albania
Serbia,Albania
Serbia,Bosnia and Herzegovina
Serbia,Bosnia and Herzegovina
Serbia,Bosnia and Herzegovina
Serbia,Bosnia and Herzegovina
Serbia,Bosnia and Herzegovina
Serbia,North Macedonia
Serbia,North Macedonia
Serbia,North Macedonia
Serbia,North Macedonia
Serbia,North Macedonia
Serbia,Montenegro
Serbia,Montenegro
Serbia,Montenegro
Serbia,Montenegro
Serbia,Montenegro
Montenegro,Albania
Montenegro,Albania
Montenegro,Bosnia and Herzegovina
Montenegro,Bosnia and Herzegovina
Montenegro,Bosnia and Herzegovina
Montenegro,Serbia
Montenegro,Serbia
Montenegro,Serbia
Montenegro,Serbia
Montenegro,Serbia
Zambia,Namibia
Zambia,Namibia
European Union,Afghanistan
European Union,Afghanistan
European Union,Afghanistan
European Union,Afghanistan
European Union,Afghanistan
European Union,Albania
European Union,Albania
European Union,Albania
European Union,Albania
European Union,Albania
European Union,Algeria
European Union,Algeria
European Union,Algeria
European Union,Algeria
European Union,Algeria
European Union,Angola
European Union,Angola
European Union,Angola
European Union,Angola
European Union,Angola
European Union,Antigua and Barbuda
European Union,Antigua and Barbuda
European Union,Antigua and Barbuda
European Union,Antigua and Barbuda
European Union,Antigua and Barbuda
European Union,Azerbaijan
European Union,Azerbaijan
European Union,Azerbaijan
European Union,Argentina
European Union,Argentina
European Union,Argentina
European Union,Argentina
European Union,Argentina
European Union,Australia
European Union,Australia
European Union,Bahamas
European Union,Bahamas
European Union,Bahamas
European Union,Bahamas
European Union,Bahamas
European Union,Bangladesh
European Union,Bangladesh
European Union,Bangladesh
European Union,Bangladesh
European Union,Bangladesh
European Union,Armenia
European Union,Armenia
European Union,Armenia
European Union,Armenia
European Union,Armenia
European Union,Barbados
European Union,Barbados
European Union,Barbados
European Union,Barbados
European Union,Barbados
European Union,"Bolivia, Plurinational State of"
European Union,"Bolivia, Plurinational State of"
European Union,"Bolivia, Plurinational State of"
European Union,"Bolivia, Plurinational State of"
European Union,"Bolivia, Plurinational State of"
European Union,Bosnia and Herzegovina
European Union,Bosnia and Herzegovina
European Union,Bosnia and Herzegovina
European Union,Bosnia and Herzegovina
European Union,Bosnia and Herzegovina
European Union,Botswana
European Union,Botswana
European Union,Botswana
European Union,Botswana
European Union,Botswana
European Union,Brazil
European Union,Brazil
European Union,Brazil
European Union,Brazil
